;mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_max_depth;param_max_features;param_min_samples_leaf;param_min_samples_split;params;split0_test_r2;split1_test_r2;split2_test_r2;split3_test_r2;split4_test_r2;mean_test_r2;std_test_r2;rank_test_r2;split0_test_neg_root_mean_squared_error;split1_test_neg_root_mean_squared_error;split2_test_neg_root_mean_squared_error;split3_test_neg_root_mean_squared_error;split4_test_neg_root_mean_squared_error;mean_test_neg_root_mean_squared_error;std_test_neg_root_mean_squared_error;rank_test_neg_root_mean_squared_error
77;15.663081502914428;0.4062300669775153;0.012206840515136718;0.0003964515266995224;10;1.0;5;20;{'max_depth': 10, 'max_features': 1.0, 'min_samples_leaf': 5, 'min_samples_split': 20};-0.6559324038659085;-0.6610305043673339;-0.5336461933578731;-0.6054330570792077;-0.7740786016104864;-0.6460241520561618;0.0787372195431053;37;-3.6983780228635363;-3.7018238747946937;-3.5566135578665277;-3.6386810797320503;-3.824330006680909;-3.683965308387543;0.08774740222406888;37
60;1.6161929607391357;0.0032994097903733086;0.017407321929931642;0.010304980434980498;10;0.1;10;2;{'max_depth': 10, 'max_features': 0.1, 'min_samples_leaf': 10, 'min_samples_split': 2};-0.5496975241764557;-0.6778789912580596;-0.6804698259248825;-0.701346769175103;-0.6219679341858138;-0.6462722089440629;0.05498916327703277;38;-3.5777786404415797;-3.7205510344571273;-3.72296924510531;-3.7457976453620665;-3.6567061681245323;-3.684760546698123;0.0611531969479028;38
55;1.7620067119598388;0.013064133969212691;0.012600374221801759;0.0004916655058848997;10;0.1;1;10;{'max_depth': 10, 'max_features': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 10};-0.6784505663983738;-0.7249092999890061;-0.6085129093860551;-0.5748764762344978;-0.6614512055149453;-0.6496400915045756;0.052756123627323036;39;-3.7234392703520762;-3.7723334953315035;-3.642389325703665;-3.603886790674757;-3.700945825056076;-3.688598941423615;0.059479822869461706;39
36;4.130858135223389;0.06650097992718028;0.013006019592285156;1.513941081395824e-05;5;0.5;1;2;{'max_depth': 5, 'max_features': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2};-0.6281478968702054;-0.728485057998189;-0.6593737796270627;-0.669092600505687;-0.5741755873235161;-0.6518549844649322;0.050639807660868515;40;-3.6672196552701886;-3.776241517699841;-3.6995269967929683;-3.7101212918178295;-3.6024297356090096;-3.6911078394379673;0.05677074633629347;41
28;0.8704820156097413;0.00971334341421096;0.012998819351196289;0.0006110736368031827;5;0.1;1;10;{'max_depth': 5, 'max_features': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 10};-0.7652544509993282;-0.6243638332562222;-0.5782631188613079;-0.6502372500241298;-0.6418611953163131;-0.6519959696914602;0.06186009794719885;41;-3.8185075618623565;-3.660737630587584;-3.6079772726556913;-3.689105582658214;-3.6790623805529585;-3.6910780856633614;0.0695885445723601;40
57;1.697216510772705;0.006519600357495171;0.01220078468322754;0.0003990522917738666;10;0.1;5;2;{'max_depth': 10, 'max_features': 0.1, 'min_samples_leaf': 5, 'min_samples_split': 2};-0.6606539540743286;-0.6536971701451115;-0.6664057950596693;-0.5777259986545402;-0.7125793126277837;-0.6542124461122867;0.04346792850883165;42;-3.7036468514155074;-3.6936431879649665;-3.707357549522301;-3.607145685996062;-3.7574592479493374;-3.6938505045696353;0.048666722620849714;43
69;7.707014751434326;0.022656040459881805;0.012792539596557618;0.0003974387340764201;10;0.5;10;2;{'max_depth': 10, 'max_features': 0.5, 'min_samples_leaf': 10, 'min_samples_split': 2};-0.6777847067535965;-0.6236971665087474;-0.6154236831732718;-0.6521167222586259;-0.7045128378401118;-0.6547070233068706;0.033240638756797565;43;-3.722700632605313;-3.6599863387723186;-3.6502054736685716;-3.69120576505835;-3.7485997385690566;-3.6945395897347217;0.037110913257316074;44
37;4.109424257278443;0.048202402444921646;0.013800573348999024;0.0011645397324707713;5;0.5;1;10;{'max_depth': 5, 'max_features': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 10};-0.7725789070918774;-0.69539414489626;-0.4958187999962653;-0.6093132578213931;-0.7014803285214382;-0.6549170876654468;0.09491344029959989;44;-3.8264213045612214;-3.7399197852360415;-3.512477757936696;-3.643075623700392;-3.745263675630863;-3.6934316294130425;0.107530455459445;42
49;8.08161129951477;0.06457698380481618;0.013393449783325195;0.0004964411493068444;5;1.0;5;10;{'max_depth': 5, 'max_features': 1.0, 'min_samples_leaf': 5, 'min_samples_split': 10};-0.6535110960667188;-0.6229698936933206;-0.6312457178966366;-0.6356864972409346;-0.7358083340088244;-0.655844307781287;0.04121127132022097;45;-3.6956731457205465;-3.6591665717756006;-3.668037622489715;-3.6728054672144017;-3.7828560638755477;-3.6957077742151627;0.04521114470583218;45
48;7.970600223541259;0.04516453351850414;0.012413597106933594;0.00048041523774521803;5;1.0;5;2;{'max_depth': 5, 'max_features': 1.0, 'min_samples_leaf': 5, 'min_samples_split': 2};-0.6535110960667188;-0.6229698936933206;-0.6312457178966366;-0.6356864972409346;-0.7358083340088244;-0.655844307781287;0.04121127132022097;45;-3.6956731457205465;-3.6591665717756006;-3.668037622489715;-3.6728054672144017;-3.7828560638755477;-3.6957077742151627;0.04521114470583218;45
50;8.0064537525177;0.1585833395698905;0.012987756729125976;1.704891233303785e-05;5;1.0;5;20;{'max_depth': 5, 'max_features': 1.0, 'min_samples_leaf': 5, 'min_samples_split': 20};-0.6535110960667188;-0.6229698936933206;-0.6312457178966366;-0.6356864972409346;-0.7358083340088244;-0.655844307781287;0.04121127132022097;45;-3.6956731457205465;-3.6591665717756006;-3.668037622489715;-3.6728054672144017;-3.7828560638755477;-3.6957077742151627;0.04521114470583218;45
45;7.863527917861939;0.038131372425615054;0.01258711814880371;0.0004921573362206084;5;1.0;1;2;{'max_depth': 5, 'max_features': 1.0, 'min_samples_leaf': 1, 'min_samples_split': 2};-0.6535110960667188;-0.6229698936933206;-0.6312457178966366;-0.6356864972409346;-0.7367787369907999;-0.656038388377682;0.04158796081489501;48;-3.6956731457205465;-3.6591665717756006;-3.668037622489715;-3.6728054672144017;-3.7839133182460722;-3.695919225089267;0.04561887345771711;48
46;7.856068801879883;0.032980610101161774;0.012606382369995117;0.0004947968731205173;5;1.0;1;10;{'max_depth': 5, 'max_features': 1.0, 'min_samples_leaf': 1, 'min_samples_split': 10};-0.6535110960667188;-0.6229698936933206;-0.6312457178966366;-0.6356864972409346;-0.7367787369907999;-0.656038388377682;0.04158796081489501;48;-3.6956731457205465;-3.6591665717756006;-3.668037622489715;-3.6728054672144017;-3.7839133182460722;-3.695919225089267;0.04561887345771711;48
47;8.011400699615479;0.17210889544368674;0.01259298324584961;0.0007887431942306851;5;1.0;1;20;{'max_depth': 5, 'max_features': 1.0, 'min_samples_leaf': 1, 'min_samples_split': 20};-0.6535110960667188;-0.6229698936933206;-0.6312457178966366;-0.6356864972409346;-0.7367787369907999;-0.656038388377682;0.04158796081489501;48;-3.6956731457205465;-3.6591665717756006;-3.668037622489715;-3.6728054672144017;-3.7839133182460722;-3.695919225089267;0.04561887345771711;48
52;7.803418254852295;0.09071796170652462;0.012407350540161132;0.00048397640623387125;5;1.0;10;10;{'max_depth': 5, 'max_features': 1.0, 'min_samples_leaf': 10, 'min_samples_split': 10};-0.6547217499663136;-0.6236971665087474;-0.6312457178966366;-0.6356864972409346;-0.7358083340088244;-0.6562318931242913;0.04108435506775364;51;-3.697025831665232;-3.6599863387723186;-3.668037622489715;-3.6728054672144017;-3.7828560638755477;-3.6961422648034437;0.045081685124625105;51
